what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1399778578144
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399778584528
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399778589561
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399778590084
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399778590320
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1399778590993
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399778592276
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399778595733
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399778602173
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1399778603401
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1399778670144
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399778672262
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399778675128
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1399778684175
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399778687067
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399778687250
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1399778696893
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1399778698744
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1399778740509
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1399778886675
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399778889375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399778890258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399779116521
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1399779116600
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399779119214
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399779172099
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399779172105
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399779172136
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399779173905
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1399779206660
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1399779206674
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1399779206697
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399779207925
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399779215092
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1399779215329
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1399779215392
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1399779215420
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1399779215425
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1399779215465
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1399779215468
started,bundle,org.eclipse.jst.j2ee.core,1.2.4.v201102101900,"org.eclipse.jst.j2ee.core",1399779215573
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1399779215595
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1399779215625
