what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1399781413506
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399781463196
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399781468166
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399781468829
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399781470795
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399781470826
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399781473146
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399781473164
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399781474278
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399781474298
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399781476505
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399781476524
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399781478597
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399781478616
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399781481110
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399781481130
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399781482695
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1399781502910
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1399781503048
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1399781503215
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1399781503364
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1399781503507
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1399781503651
